Mina Kian_present.wav
16.560 0.045 f
16.620 0.045 ɔ
16.680 0.045 ɹ
16.740 0.045 ə
16.800 0.045 s
16.860 0.045 m
16.920 0.045 ə
16.950 0.045 n
16.980 0.045 t
17.100 0.045 w
17.160 0.045 ɛ
17.220 0.045 ɹ
17.280 0.045 n
17.340 0.045 ə
17.550 0.045 æ
17.640 0.045 l
17.700 0.045 b̥
17.760 0.045 ɹ̩
17.910 0.045 ɪ
18.000 0.045 v
18.060 0.045 ə
18.150 0.045 n
18.240 0.045 z
18.570 0.045 k
18.660 0.045 i
18.900 0.045 m
19.020 0.045 z
19.050 0.045 t
19.110 0.045 ə
19.170 0.045 ɾ
19.230 0.045 ə
19.320 0.045 v
19.380 0.045 ɛ
19.470 0.045 l
19.530 0.045 ə
19.620 0.045 s
19.830 0.045 o
19.860 0.045 w
19.950 0.045 ʐ
19.980 0.045 ə
20.100 0.045 l
20.190 0.045 i
20.280 0.045 ɪ
20.310 0.045 n
20.430 0.045 t
20.520 0.045 ɛ
20.610 0.045 l
20.700 0.045 ə
20.790 0.045 dʒ
20.850 0.045 ə
20.910 0.045 n
21.030 0.045 æ
21.060 0.045 n
21.120 0.045 d
21.210 0.045 ə
21.330 0.045 s
21.390 0.045 ɪ
21.480 0.045 s
21.510 0.045 t
21.600 0.045 ɪ
21.660 0.045 v
21.750 0.045 ɹ
21.810 0.045 o
21.870 0.045 w
21.960 0.045 b̥
22.020 0.045 ə
22.140 0.045 d
22.200 0.045 z
22.260 0.045 ð
22.290 0.045 æ
22.350 0.045 tʰ
22.410 0.045 k
22.470 0.045 æ
22.500 0.045 n
22.620 0.045 t
22.710 0.045 e
22.830 0.045 l
22.920 0.045 ɹ̩
23.070 0.045 h
23.160 0.045 u
23.250 0.045 m
23.310 0.045 ə
23.340 0.045 n
23.460 0.045 ɹ
23.550 0.045 o
23.610 0.045 l̪
23.670 0.045 b̥
23.730 0.045 a
23.880 0.045 d
23.970 0.045 æ
24.000 0.045 n
24.090 0.045 ɪ
24.180 0.045 ɹ
24.270 0.045 æ
24.390 0.045 k
24.420 0.045 ʃ
24.540 0.045 ə
24.570 0.045 n
24.660 0.045 t
24.720 0.045 ə
24.750 0.045 w
24.780 0.045 ɔ
24.840 0.045 ɹ
24.960 0.045 d
25.020 0.045 z
25.200 0.045 i
25.320 0.045 tʃ
25.410 0.045 j
25.440 0.045 u
25.590 0.045 z
25.680 0.045 ɹ̩
25.800 0.045 z
25.860 0.045 j
25.920 0.045 u
26.010 0.045 n
26.100 0.045 i
26.220 0.045 d
26.310 0.045 n
26.370 0.045 i
26.580 0.045 z
26.640 0.045 æ
26.670 0.045 n
26.700 0.045 d
26.760 0.045 p
26.820 0.045 ɹ
26.880 0.045 ɛ
27.000 0.045 v
27.060 0.045 ɹ̩
27.090 0.045 ə
27.240 0.045 s
27.330 0.045 ɪ
27.450 0.045 z

Zhonghao Shi_present.wav
0.150 0.045 ʔ
0.210 0.045 ɪ
0.300 0.045 s
0.360 0.045 ə
0.390 0.045 n
0.420 0.045 t
0.570 0.045 tɕʰ
0.690 0.045 o
0.840 0.045 n
0.960 0.045 h
1.050 0.045 a
1.230 0.045 w
1.440 0.045 z
1.530 0.045 d
1.620 0.045 ɛ
1.890 0.045 s
1.980 0.045 k
2.730 0.045 s
2.790 0.045 ɛ
2.850 0.045 n
3.030 0.045 tɕʰ
3.120 0.045 æ
3.270 0.045 n
3.390 0.045 h
3.480 0.045 a
3.660 0.045 l
3.720 0.045 ɪ
3.840 0.045 z
3.930 0.045 h
3.990 0.045 ɪ
4.650 0.045 h
4.740 0.045 i
4.860 0.045 w
4.920 0.045 ɯ
5.040 0.045 s
5.130 0.045 e
5.190 0.045 j
5.250 0.045 ə
5.370 0.045 l
5.430 0.045 ɪ
5.460 0.045 tʰ
5.520 0.045 ə
5.550 0.045 l
5.670 0.045 b̥
5.730 0.045 ɪ
5.880 0.045 b̥
5.940 0.045 a
6.000 0.045 w
6.090 0.045 tʰ
6.120 0.045 h
6.150 0.045 ɪ
6.270 0.045 z
6.360 0.045 ɹ
6.450 0.045 i
6.570 0.045 z
6.660 0.045 ɹ̩
6.900 0.045 t͡ʃʲ
7.650 0.045 t̪ʰ
7.710 0.045 e
7.770 0.045 j
7.860 0.045 h
7.920 0.045 i
8.010 0.045 ə
8.130 0.045 l
8.190 0.045 e
8.250 0.045 j
8.400 0.045 tɕʰ
8.490 0.045 o
8.610 0.045 ŋ̟
8.700 0.045 k
8.760 0.045 h
8.850 0.045 ɑ

A'di Dust.wav
0.180 0.045 w
0.210 0.045 i
0.330 0.045 ɛ
0.420 0.045 v
0.480 0.045 h
0.510 0.045 ɹ̩
0.660 0.045 a
0.750 0.045 j
0.870 0.045 z
0.930 0.045 ə
0.990 0.045 ɾ
1.080 0.045 ɑ
1.200 0.045 ɾ
1.260 0.045 i
1.410 0.045 s
1.470 0.045 d
1.560 0.045 æ
1.830 0.045 s
1.920 0.045 k
2.700 0.045 ɒ
2.820 0.045 lʲ
2.880 0.045 i
2.970 0.045 ɪ
3.060 0.045 z
3.120 0.045 ə
3.240 0.045 f
3.300 0.045 ɹ̩
3.480 0.045 s
3.510 0.045 t
3.600 0.045 ɪ
3.660 0.045 ɹ
3.780 0.045 p
3.900 0.045 i
4.260 0.045 s
4.350 0.045 i
4.560 0.045 s
4.680 0.045 u
4.830 0.045 n
4.890 0.045 w
4.950 0.045 ɪ
4.980 0.045 ð
5.070 0.045 ə
5.190 0.045 pʲ
5.250 0.045 i
5.430 0.045 e
5.520 0.045 j
5.640 0.045 æ
5.670 0.045 n
5.730 0.045 d
5.790 0.045 k
5.850 0.045 ə
5.880 0.045 n
5.970 0.045 p
6.030 0.045 j
6.090 0.045 u
6.210 0.045 tʰ
6.270 0.045 ɹ̩
6.420 0.045 s
6.480 0.045 a
6.570 0.045 j
6.660 0.045 ə
6.720 0.045 n
6.810 0.045 s
6.840 0.045 f
6.900 0.045 ɹ
6.930 0.045 ʌ
6.960 0.045 m
7.110 0.045 a
7.230 0.045 x
7.260 0.045 h
7.350 0.045 ɑ
7.470 0.045 l
7.530 0.045 ɑ
7.710 0.045 s
7.740 0.045 t
7.830 0.045 ɹ̩
8.010 0.045 k
8.100 0.045 ɑ
8.220 0.045 l
8.340 0.045 ɪ
8.490 0.045 dʒ
9.180 0.045 ð
9.270 0.045 e
9.300 0.045 j
9.360 0.045 ɑ
9.420 0.045 ɹ
9.630 0.045 i
9.780 0.045 s
9.870 0.045 ɹ̩
9.990 0.045 t͡ʃʲ
10.050 0.045 ɪ
10.110 0.045 ŋ
10.170 0.045 ð
10.230 0.045 ə
10.320 0.045 ɹ
10.410 0.045 o
10.500 0.045 w
10.530 0.045 l̪
10.560 0.045 l
10.590 0.045 ʌ
10.650 0.045 v
10.740 0.045 ə
10.830 0.045 m
10.890 0.045 o
10.950 0.045 w
11.040 0.045 s
11.070 0.045 t
11.130 0.045 ɪ
11.160 0.045 n
11.250 0.045 ə
11.370 0.045 l
11.430 0.045 e
11.460 0.045 j
11.550 0.045 b̥
11.610 0.045 ɹ̩
11.700 0.045 æ
11.760 0.045 n
11.940 0.045 tɕʰ
12.000 0.045 u
12.120 0.045 m
12.210 0.045 ə
12.240 0.045 n
12.390 0.045 h
12.450 0.045 j
12.480 0.045 u
12.600 0.045 m
12.660 0.045 ə
12.720 0.045 n
12.810 0.045 æ
12.840 0.045 n
12.900 0.045 d
12.990 0.045 tɕʰ
13.080 0.045 iː
13.200 0.045 m
13.260 0.045 ə
13.320 0.045 n
13.440 0.045 ɹ
13.500 0.045 o
13.560 0.045 w
13.650 0.045 b̞
13.710 0.045 a
13.830 0.045 ɾ
13.950 0.045 æ
14.010 0.045 n
14.100 0.045 ɹ̩
14.280 0.045 æ
14.400 0.045 k
14.490 0.045 ʃ
14.580 0.045 ə
14.640 0.045 n
14.820 0.045 z
15.570 0.045 ɑ
15.690 0.045 lʲ
15.750 0.045 i
15.840 0.045 ɪ
15.930 0.045 z
16.020 0.045 w
16.080 0.045 ɹ̩
16.200 0.045 k
16.260 0.045 ɪ
16.320 0.045 ŋ
16.410 0.045 ɪ
16.500 0.045 n
16.590 0.045 k
16.680 0.045 o
16.740 0.045 w
16.770 0.045 l̪
16.860 0.045 æ
16.980 0.045 v
17.040 0.045 ɹ̩
17.160 0.045 e
17.220 0.045 j
17.310 0.045 ʃ
17.400 0.045 ə
17.430 0.045 n
17.520 0.045 w
17.580 0.045 ɑ
17.610 0.045 z
17.670 0.045 ð
17.700 0.045 ə
17.850 0.045 tʃ
17.910 0.045 ɪ
17.970 0.045 l
18.030 0.045 d
18.060 0.045 ɹ
18.090 0.045 ə
18.150 0.045 n
18.240 0.045 s
18.300 0.045 h
18.390 0.045 ɑ
18.570 0.045 s
18.660 0.045 p
18.720 0.045 ə
18.780 0.045 ʀ
18.840 0.045 ə
18.870 0.045 l
18.930 0.045 ʌ
18.990 0.045 v
19.080 0.045 l
19.140 0.045 ɔ
19.320 0.045 s
19.380 0.045 t
19.470 0.045 æ
19.590 0.045 n
19.680 0.045 tʂ
19.740 0.045 ə
19.800 0.045 l
19.890 0.045 ə
20.010 0.045 z
20.100 0.045 æ
20.190 0.045 z
20.280 0.045 d
20.310 0.045 ɪ
20.400 0.045 v
20.460 0.045 ɛ
20.550 0.045 l
20.610 0.045 ə
20.670 0.045 p
20.730 0.045 m
20.760 0.045 ə
20.790 0.045 n
20.850 0.045 t
20.880 0.045 s
20.940 0.045 ɑ
21.000 0.045 l̪
21.030 0.045 n
21.120 0.045 lʲ
21.150 0.045 ɹ̩
21.240 0.045 ɾ
21.300 0.045 o
21.360 0.045 w
21.480 0.045 z
21.570 0.045 a
21.600 0.045 j
21.720 0.045 æ
21.750 0.045 n
21.780 0.045 d
21.840 0.045 f
21.900 0.045 l
21.960 0.045 a
22.080 0.045 d
22.170 0.045 t
22.230 0.045 ə
22.290 0.045 s
22.380 0.045 t
22.440 0.045 ʌ
22.500 0.045 ɾʲ
22.560 0.045 i
22.620 0.045 h
22.680 0.045 ɪ
22.740 0.045 n
22.860 0.045 s
22.920 0.045 ə
22.980 0.045 n
23.100 0.045 ɪ
23.130 0.045 n
23.220 0.045 h
23.250 0.045 ɹ̩
23.400 0.045 æ
23.520 0.045 k
23.610 0.045 t
23.670 0.045 ə
23.700 0.045 n
23.820 0.045 z
23.880 0.045 æ
23.910 0.045 n
24.030 0.045 æ
24.090 0.045 n
24.240 0.045 æ
24.300 0.045 n
24.390 0.045 ə
24.540 0.045 s
24.630 0.045 æ
24.750 0.045 s
24.840 0.045 k
24.900 0.045 ə
24.960 0.045 n
25.050 0.045 v
25.110 0.045 ɹ̩
25.230 0.045 ʐ
25.320 0.045 ə
25.350 0.045 n
25.440 0.045 z
25.500 0.045 ʌ
25.530 0.045 v
25.680 0.045 f
25.740 0.045 ɛ
25.830 0.045 l
25.890 0.045 ɹ̩
26.070 0.045 i
26.160 0.045 ɑ
26.190 0.045 ɹ
26.280 0.045 g
26.340 0.045 ɹ
26.430 0.045 æ
26.490 0.045 n
26.550 0.045 t
26.700 0.045 ə
26.790 0.045 ɪ
26.820 0.045 m
26.910 0.045 p
26.940 0.045 ɹ
27.000 0.045 u
27.120 0.045 v
27.180 0.045 ð
27.240 0.045 ə
27.390 0.045 æ
27.450 0.045 n
27.480 0.045 tʰ
27.540 0.045 ɹ̩
27.690 0.045 æ
27.810 0.045 k
27.900 0.045 ʃ
27.990 0.045 ə
28.020 0.045 n
28.110 0.045 z
28.170 0.045 b̥
28.230 0.045 ɪ
28.290 0.045 t
28.380 0.045 w
28.410 0.045 i
28.500 0.045 n
28.590 0.045 ɪ
28.650 0.045 n
28.740 0.045 d
28.770 0.045 ə
28.860 0.045 v
28.920 0.045 ɪ
29.010 0.045 ʐ
29.040 0.045 ə
29.070 0.045 w
29.130 0.045 ə
29.190 0.045 l
29.310 0.045 z
29.370 0.045 w
29.400 0.045 ɪ
29.490 0.045 ð
29.580 0.045 f
29.640 0.045 ɪ
29.730 0.045 z
29.790 0.045 ɪ
29.880 0.045 k
29.910 0.045 ə
29.970 0.045 l
30.060 0.045 d
30.120 0.045 ɪ
30.210 0.045 s
30.270 0.045 ə
30.360 0.045 b̥
30.420 0.045 ɪ
30.480 0.045 l
30.600 0.045 ə
30.660 0.045 tʰ
30.720 0.045 i
30.870 0.045 z
30.930 0.045 æ
30.960 0.045 n
30.990 0.045 d
31.080 0.045 k
31.140 0.045 ə
31.170 0.045 m
31.260 0.045 p
31.320 0.045 j
31.380 0.045 u
31.500 0.045 tʰ
31.560 0.045 ɹ̩
31.770 0.045 z
32.490 0.045 ð
32.550 0.045 ɛ
32.640 0.045 ɾ
32.730 0.045 ɹ
32.790 0.045 i
32.910 0.045 θ
33.000 0.045 ɹ̩
33.150 0.045 s
33.240 0.045 k
33.330 0.045 ɑ
33.420 0.045 l̪
33.450 0.045 l
33.630 0.045 z
33.690 0.045 h
33.720 0.045 ɨ
33.810 0.045 a
33.870 0.045 j
33.960 0.045 d
34.020 0.045 ɛ
34.050 0.045 n
34.110 0.045 t
34.140 0.045 ə
34.230 0.045 f
34.290 0.045 a
34.350 0.045 j
34.470 0.045 æ
34.620 0.045 m
34.650 0.045 ɛ
34.680 0.045 n
34.770 0.045 ə
34.830 0.045 m
34.890 0.045 a
34.950 0.045 j
35.100 0.045 z
35.190 0.045 i
35.280 0.045 æ
35.310 0.045 n
35.400 0.045 m
35.430 0.045 o
35.460 0.045 l̪
35.490 0.045 w
35.550 0.045 s
35.610 0.045 t
35.670 0.045 ə
35.700 0.045 n
35.790 0.045 ə
35.940 0.045 l
36.000 0.045 e
36.030 0.045 j
36.090 0.045 b̥
36.150 0.045 ɹ̩
36.180 0.045 ɹ
36.300 0.045 i
36.420 0.045 k
36.480 0.045 w
36.540 0.045 a
36.630 0.045 j
36.690 0.045 ɹ̩
36.780 0.045 d
36.840 0.045 ɪ
36.870 0.045 n
36.990 0.045 d
37.050 0.045 e
37.110 0.045 j
37.170 0.045 d
37.230 0.045 ə
37.320 0.045 d
37.380 0.045 e
37.470 0.045 j
37.620 0.045 æ
37.650 0.045 n
37.740 0.045 h
37.770 0.045 ɹ̩
37.890 0.045 æ
38.040 0.045 k
38.130 0.045 ʃ
38.190 0.045 ə
38.220 0.045 n
38.340 0.045 z
38.400 0.045 j
38.460 0.045 u
38.580 0.045 z
38.610 0.045 ə
38.670 0.045 l
38.760 0.045 a
38.820 0.045 j
38.910 0.045 z
38.970 0.045 i
39.060 0.045 n
39.150 0.045 ɹ
39.240 0.045 o
39.300 0.045 w
39.390 0.045 b̞
39.450 0.045 ə
39.660 0.045 s
39.750 0.045 æ
39.780 0.045 n
39.810 0.045 d
39.900 0.045 m
39.930 0.045 ʌ
39.990 0.045 l̪
40.080 0.045 t
40.140 0.045 i
40.230 0.045 m
40.290 0.045 o
40.320 0.045 w
40.380 0.045 tʰ
40.440 0.045 ə
40.470 0.045 l
40.560 0.045 ə
40.680 0.045 f
40.740 0.045 ɛ
40.860 0.045 t
40.950 0.045 ʌ
41.010 0.045 v
41.100 0.045 k
41.160 0.045 ə
41.220 0.045 m
41.310 0.045 p
41.340 0.045 j
41.400 0.045 u
41.520 0.045 tʰ
41.610 0.045 i

